Mood,Type,Title,Language,Era
Excited,Music,Naatu Naatu,Hindi,New
Excited,Music,Arabic Kuthu,Hindi,New
Excited,Music,Current Laga Re,Hindi,New
Excited,Music,Show Me The Thumka,Hindi,New
Excited,Music,Apna Time Aayega,Hindi,New
Excited,Music,Jalebi Baby,Hindi,New
Excited,Music,Nach Punjaban,Hindi,New
Excited,Music,Coca Cola,Hindi,New
Excited,Music,Burj Khalifa,Hindi,New
Excited,Music,Param Sundari,Hindi,New
Excited,Music,Sauda Khara Khara,Hindi,New
Excited,Music,Besharam Rang,Hindi,New
Excited,Music,Ra Ra Rakkamma,Hindi,New
Excited,Music,Pasoori (Hindi vibe),Hindi,New
Excited,Music,Jugnu,Hindi,New
Excited,Music,Heeriye,Hindi,New
Excited,Music,Players,Hindi,New
Excited,Music,We Will Rock You,English,Old
Excited,Music,We Are the Champions,English,Old
Excited,Music,Eye of the Tiger,English,Old
Excited,Music,Don't Stop Me Now,English,Old
Excited,Music,Stayin Alive,English,Old
Excited,Music,Dancing Queen,English,Old
Excited,Music,Footloose,English,Old
Excited,Music,Thriller,English,Old
Excited,Music,Beat It,English,Old
Excited,Music,Wake Me Up Before You Go Go,English,Old
Excited,Music,U Can't Touch This,English,Old
Excited,Music,Holiday,English,Old
Excited,Music,September,English,Old
Excited,Music,Good Vibrations,English,Old
Excited,Music,I'm a Believer,English,Old
Excited,Music,ABC,English,Old
Excited,Music,Rock with You,English,Old
Excited,Music,You Make My Dreams,English,Old
Excited,Music,Ain't No Mountain High Enough,English,Old
Excited,Music,Jump,English,Old
Excited,Music,Uptown Funk,English,Mid
Excited,Music,Happy,English,Mid
Excited,Music,On Top of the World,English,Mid
Excited,Music,Sugar,English,Mid
Excited,Music,Counting Stars,English,Mid
Excited,Music,Shake It Off,English,Mid
Excited,Music,Firework,English,Mid
Excited,Music,Good Time,English,Mid
Excited,Music,Rather Be,English,Mid
Excited,Music,Roar,English,Mid
Excited,Music,Call Me Maybe,English,Mid
Excited,Music,Party Rock Anthem,English,Mid
Excited,Music,Tik Tok,English,Mid
Excited,Music,We Found Love,English,Mid
Excited,Music,Can't Stop the Feeling,English,Mid
Excited,Music,Best Day of My Life,English,Mid
Excited,Music,I Gotta Feeling,English,Mid
Excited,Music,Wake Me Up,English,Mid
Excited,Music,Feel This Moment,English,Mid
Excited,Music,Timber,English,Mid
Excited,Music,Dynamite,English,New
Excited,Music,Levitating,English,New
Excited,Music,Blinding Lights,English,New
Excited,Music,As It Was,English,New
Excited,Music,Watermelon Sugar,English,New
Excited,Music,Peaches,English,New
Excited,Music,Sunroof,English,New
Excited,Music,Stay,English,New
Excited,Music,Good 4 U,English,New
Excited,Music,Heat Waves,English,New
Excited,Music,Industry Baby,English,New
Excited,Music,About Damn Time,English,New
Excited,Music,Flowers,English,New
Excited,Music,Anti Hero,English,New
Excited,Music,Golden,English,New
Excited,Music,Adore You,English,New
Excited,Music,Shivers,English,New
Excited,Music,Unstoppable,English,New
Excited,Music,Espresso,English,New
Excited,Music,Greedy,English,New
Excited,Book,The Alchemist,English,Mid
Excited,Book,Rich Dad Poor Dad,English,Mid
Excited,Book,Think and Grow Rich,English,Mid
Excited,Book,The Power of Now,English,Mid
Excited,Book,Start With Why,English,Mid
Excited,Book,Grit,English,Mid
Excited,Book,Deep Work,English,Mid
Excited,Book,Big Magic,English,Mid
Excited,Book,Make Your Bed,English,Mid
Excited,Book,Outliers,English,Mid
Excited,Book,Drive,English,Mid
Excited,Book,Flow,English,Mid
Excited,Book,The 7 Habits of Highly Effective People,English,Mid
Excited,Book,Awaken the Giant Within,English,Mid
Excited,Book,Think Big,English,Mid
Excited,Book,The Magic of Thinking Big,English,Mid
Excited,Book,Who Moved My Cheese,English,Mid
Excited,Book,The Secret,English,Mid
Excited,Book,The Happiness Project,English,Mid
Excited,Book,You Can Win,English,Mid
Excited,Book,Atomic Habits,English,New
Excited,Book,Ikigai,English,New
Excited,Book,The Psychology of Money,English,New
Excited,Book,Do Epic Shit,English,New
Excited,Book,Life's Amazing Secrets,English,New
Excited,Book,Think Like a Monk,English,New
Excited,Book,You Are a Badass,English,New
Excited,Book,The 5 AM Club,English,New
Excited,Book,Can't Hurt Me,English,New
Excited,Book,The Comfort Book,English,New
Excited,Book,Greenlights,English,New
Excited,Book,Limitless,English,New
Excited,Book,The Almanack of Naval Ravikant,English,New
Excited,Book,Keep Going,English,New
Excited,Book,The Code of the Extraordinary Mind,English,New
Excited,Book,Rework,English,New
Excited,Book,Make Time,English,New
Excited,Book,Digital Minimalism,English,New
Excited,Book,Essentialism,English,New
Excited,Book,The Mountain Is You,English,New
Excited,Series,Kota Factory,Hindi,Mid
Excited,Series,TVF Pitchers,Hindi,Mid
Excited,Series,Hostel Daze,Hindi,Mid
Excited,Series,Engineering Girls,Hindi,Mid
Excited,Series,Girls Hostel,Hindi,Mid
Excited,Series,College Romance,Hindi,Mid
Excited,Series,Flames,Hindi,Mid
Excited,Series,Little Things,Hindi,Mid
Excited,Series,What The Folks,Hindi,Mid
Excited,Series,Adulting,Hindi,Mid
Excited,Series,Panchayat,Hindi,Mid
Excited,Series,Cubicles,Hindi,Mid
Excited,Series,ImMATURE,Hindi,Mid
Excited,Series,Baked,Hindi,Mid
Excited,Series,Humorously Yours,Hindi,Mid
Excited,Series,Better Life Foundation,Hindi,Mid
Excited,Series,Please Find Attached,Hindi,Mid
Excited,Series,Love Lust and Confusion,Hindi,Mid
Excited,Series,Minus One,Hindi,Mid
Excited,Series,OK Computer,Hindi,Mid
Excited,Series,Mismatched,Hindi,New
Excited,Series,Highway Love,Hindi,New
Excited,Series,School Friends,Hindi,New
Excited,Series,Ishq Express,Hindi,New
Excited,Series,Feels Like Ishq,Hindi,New
Excited,Series,Campus Diaries,Hindi,New
Excited,Series,Crushed,Hindi,New
Excited,Series,Gullak,Hindi,New
Excited,Series,Panchayat Season 2,Hindi,New
Excited,Series,Panchayat Season 3,Hindi,New
Excited,Series,Cubicles Season 3,Hindi,New
Excited,Series,Half CA,Hindi,New
Excited,Series,Modern Love Mumbai,Hindi,New
Excited,Series,Modern Love Hyderabad,Hindi,New
Excited,Series,Feels Like Home,Hindi,New
Excited,Series,Minus One Season 2,Hindi,New
Excited,Series,The Fame Game,Hindi,New
Excited,Series,Butterflies,Hindi,New
Excited,Series,Love Storiyaan,Hindi,New
Excited,Series,Hostel Daze Season 3,Hindi,New
Excited,Series,Friends,English,Mid
Excited,Series,The Office,English,Mid
Excited,Series,Brooklyn Nine Nine,English,Mid
Excited,Series,How I Met Your Mother,English,Mid
Excited,Series,Modern Family,English,Mid
Excited,Series,The Big Bang Theory,English,Mid
Excited,Series,New Girl,English,Mid
Excited,Series,Jane the Virgin,English,Mid
Excited,Series,Parks and Recreation,English,Mid
Excited,Series,Scrubs,English,Mid
Excited,Series,Community,English,Mid
Excited,Series,Malcolm in the Middle,English,Mid
Excited,Series,Chuck,English,Mid
Excited,Series,Entourage,English,Mid
Excited,Series,Arrested Development,English,Mid
Excited,Series,Gilmore Girls,English,Mid
Excited,Series,That 70s Show,English,Mid
Excited,Series,The Middle,English,Mid
Excited,Series,Full House,English,Mid
Excited,Series,The Good Place,English,Mid
Excited,Series,Ted Lasso,English,New
Excited,Series,Emily in Paris,English,New
Excited,Series,Sex Education,English,New
Excited,Series,Never Have I Ever,English,New
Excited,Series,Young Sheldon,English,New
Excited,Series,Schitts Creek,English,New
Excited,Series,Kim's Convenience,English,New
Excited,Series,Atypical,English,New
Excited,Series,Heartstopper,English,New
Excited,Series,The Bear,English,New
Excited,Series,Only Murders in the Building,English,New
Excited,Series,Bridgerton,English,New
Excited,Series,Upload,English,New
Excited,Series,Modern Love,English,New
Excited,Series,Dash and Lily,English,New
Excited,Series,Love Life,English,New
Excited,Series,Crash Landing on You,English,New
Excited,Series,True Beauty,English,New
Excited,Series,Business Proposal,English,New
Excited,Series,All of Us Are Dead,English,New
